TaskID,TaskType,SourceRegion,ExecRegion,ArrivalHour,StartHour,Duration_h,FinishHour,GPU_Demand,PowerRate_MW_per_GPU,GPU_h,IT_MWh,MaxLatency_ms,ActualLatency_ms,LatestFinishHour
11254,BatchInference,RegionE,RegionE,1370,1370,4.466666666666667,1374.4666666666667,19.0,0.1,84.86666666666667,8.486666666666668,80.0,5.0,2406.0
11255,BatchInference,RegionF,RegionF,1368,1368,5.483333333333333,1373.4833333333333,19.0,0.1,104.18333333333334,10.418333333333335,80.0,5.0,2406.0
11256,AITraining,RegionC,RegionC,2279,2279,1.2833333333333334,2280.2833333333333,56.0,0.16,71.86666666666667,11.498666666666669,150.0,5.0,2406.0
11257,AITraining,RegionD,RegionD,1847,1847,6.4,1853.4,74.0,0.16,473.6,75.77600000000001,150.0,5.0,2406.0
11258,BatchInference,RegionC,RegionC,2316,2316,1.65,2317.65,13.0,0.1,21.45,2.145,80.0,5.0,2406.0
11259,RealTimeInference,RegionB,RegionB,359,359,6.616666666666666,365.6166666666667,1.0,0.08,6.616666666666666,0.5293333333333333,20.0,5.0,366.0
11260,RealTimeInference,RegionC,RegionC,1734,1734,2.316666666666667,1736.3166666666666,2.0,0.08,4.633333333333334,0.3706666666666667,20.0,5.0,1737.0
11261,BatchInference,RegionE,RegionE,686,686,6.483333333333333,692.4833333333333,5.0,0.1,32.416666666666664,3.2416666666666667,80.0,5.0,2406.0
11262,BatchInference,RegionA,RegionA,190,190,1.8666666666666667,191.86666666666667,16.0,0.1,29.866666666666667,2.986666666666667,80.0,5.0,2406.0
11263,RealTimeInference,RegionA,RegionA,984,984,0.7666666666666667,984.7666666666667,1.0,0.08,0.7666666666666667,0.06133333333333334,20.0,5.0,985.0
11264,BatchInference,RegionB,RegionB,733,733,2.75,735.75,20.0,0.1,55.0,5.5,80.0,5.0,2406.0
11265,RealTimeInference,RegionB,RegionB,579,579,2.35,581.35,3.0,0.08,7.050000000000001,0.5640000000000001,20.0,5.0,582.0
11266,BatchInference,RegionD,RegionD,1515,1515,3.4,1518.4,18.0,0.1,61.199999999999996,6.12,80.0,5.0,2406.0
11267,BatchInference,RegionE,RegionE,2132,2132,3.0,2135.0,10.0,0.1,30.0,3.0,80.0,5.0,2406.0
11268,RealTimeInference,RegionE,RegionE,318,318,1.9,319.9,1.0,0.08,1.9,0.152,20.0,5.0,320.0
11269,BatchInference,RegionA,RegionA,1892,1892,1.3,1893.3,23.0,0.1,29.900000000000002,2.99,80.0,5.0,2406.0
11270,BatchInference,RegionB,RegionB,101,101,2.7,103.7,4.0,0.1,10.8,1.08,80.0,5.0,2406.0
11271,AITraining,RegionD,RegionD,516,516,0.7333333333333333,516.7333333333333,40.0,0.16,29.333333333333332,4.693333333333333,150.0,5.0,2406.0
11272,RealTimeInference,RegionB,RegionB,1822,1822,1.9166666666666667,1823.9166666666667,5.0,0.08,9.583333333333334,0.7666666666666667,20.0,5.0,1824.0
11273,RealTimeInference,RegionC,RegionC,372,372,5.883333333333334,377.8833333333333,2.0,0.08,11.766666666666667,0.9413333333333335,20.0,5.0,378.0
11274,BatchInference,RegionE,RegionE,663,663,0.7833333333333333,663.7833333333333,6.0,0.1,4.7,0.47000000000000003,80.0,5.0,2406.0
11275,RealTimeInference,RegionF,RegionF,2255,2255,4.733333333333333,2259.733333333333,5.0,0.08,23.666666666666668,1.8933333333333335,20.0,5.0,2260.0
11276,RealTimeInference,RegionA,RegionA,741,741,0.8833333333333333,741.8833333333333,6.0,0.08,5.3,0.424,20.0,5.0,742.0
11277,RealTimeInference,RegionA,RegionA,1767,1767,2.7,1769.7,1.0,0.08,2.7,0.21600000000000003,20.0,5.0,1770.0
11278,AITraining,RegionD,RegionD,689,689,2.5166666666666666,691.5166666666667,50.0,0.16,125.83333333333333,20.133333333333333,150.0,5.0,2406.0
11279,RealTimeInference,RegionB,RegionB,700,700,0.5833333333333334,700.5833333333334,6.0,0.08,3.5,0.28,20.0,5.0,701.0
11280,RealTimeInference,RegionC,RegionC,1444,1444,3.8666666666666667,1447.8666666666666,7.0,0.08,27.066666666666666,2.1653333333333333,20.0,5.0,1448.0
11281,AITraining,RegionF,RegionF,509,509,2.2333333333333334,511.23333333333335,71.0,0.16,158.56666666666666,25.370666666666665,150.0,5.0,2406.0
11282,AITraining,RegionB,RegionB,2346,2346,1.8333333333333333,2347.8333333333335,117.0,0.16,214.5,34.32,150.0,5.0,2406.0
11283,BatchInference,RegionB,RegionB,17,17,5.016666666666667,22.016666666666666,22.0,0.1,110.36666666666666,11.036666666666667,80.0,5.0,2406.0
11284,AITraining,RegionD,RegionD,1499,1499,4.866666666666666,1503.8666666666666,116.0,0.16,564.5333333333333,90.32533333333333,150.0,5.0,2406.0
11285,AITraining,RegionE,RegionE,386,386,1.25,387.25,17.0,0.16,21.25,3.4,150.0,5.0,2406.0
11286,BatchInference,RegionD,RegionD,435,435,6.283333333333333,441.28333333333336,23.0,0.1,144.51666666666665,14.451666666666666,80.0,5.0,2406.0
11287,RealTimeInference,RegionC,RegionC,2060,2060,0.38333333333333336,2060.383333333333,1.0,0.08,0.38333333333333336,0.03066666666666667,20.0,5.0,2061.0
11288,BatchInference,RegionF,RegionF,866,866,3.85,869.85,10.0,0.1,38.5,3.85,80.0,5.0,2406.0
11289,AITraining,RegionC,RegionC,1521,1521,0.16666666666666666,1521.1666666666667,31.0,0.16,5.166666666666666,0.8266666666666665,150.0,5.0,2406.0
11290,BatchInference,RegionB,RegionB,2253,2253,5.383333333333334,2258.383333333333,7.0,0.1,37.68333333333334,3.768333333333334,80.0,5.0,2406.0
11291,AITraining,RegionD,RegionD,334,334,0.8666666666666667,334.8666666666667,71.0,0.16,61.53333333333334,9.845333333333334,150.0,5.0,2406.0
11292,AITraining,RegionE,RegionE,1281,1281,0.9666666666666667,1281.9666666666667,89.0,0.16,86.03333333333333,13.765333333333333,150.0,5.0,2406.0
11293,AITraining,RegionE,RegionE,1899,1899,5.416666666666667,1904.4166666666667,127.0,0.16,687.9166666666667,110.06666666666668,150.0,5.0,2406.0
11294,AITraining,RegionF,RegionF,1926,1929,2.55,1931.55,109.0,0.16,277.95,44.472,150.0,5.0,2406.0
11295,RealTimeInference,RegionA,RegionA,385,385,1.8,386.8,1.0,0.08,1.8,0.14400000000000002,20.0,5.0,387.0
11296,BatchInference,RegionA,RegionA,2277,2277,4.666666666666667,2281.6666666666665,21.0,0.1,98.0,9.8,80.0,5.0,2406.0
11297,AITraining,RegionD,RegionD,182,182,4.883333333333334,186.88333333333333,78.0,0.16,380.90000000000003,60.94400000000001,150.0,5.0,2406.0
11298,AITraining,RegionE,RegionE,206,206,2.8333333333333335,208.83333333333334,35.0,0.16,99.16666666666667,15.866666666666667,150.0,5.0,2406.0
11299,BatchInference,RegionD,RegionD,968,968,2.5,970.5,7.0,0.1,17.5,1.75,80.0,5.0,2406.0
11300,BatchInference,RegionE,RegionE,2191,2191,4.633333333333334,2195.633333333333,7.0,0.1,32.43333333333334,3.243333333333334,80.0,5.0,2406.0
11301,AITraining,RegionF,RegionF,884,884,4.116666666666666,888.1166666666667,103.0,0.16,424.01666666666665,67.84266666666666,150.0,5.0,2406.0
11302,RealTimeInference,RegionA,RegionA,2242,2242,3.9,2245.9,6.0,0.08,23.4,1.8719999999999999,20.0,5.0,2246.0
11303,BatchInference,RegionB,RegionB,633,633,4.816666666666666,637.8166666666667,12.0,0.1,57.8,5.78,80.0,5.0,2406.0
11304,AITraining,RegionD,RegionD,2383,2383,1.1666666666666667,2384.1666666666665,112.0,0.16,130.66666666666669,20.90666666666667,150.0,5.0,2406.0
11305,BatchInference,RegionD,RegionD,706,706,3.45,709.45,12.0,0.1,41.400000000000006,4.140000000000001,80.0,5.0,2406.0
11306,AITraining,RegionE,RegionE,1130,1130,4.683333333333334,1134.6833333333334,35.0,0.16,163.91666666666669,26.22666666666667,150.0,5.0,2406.0
11307,BatchInference,RegionE,RegionE,1273,1273,0.85,1273.85,18.0,0.1,15.299999999999999,1.53,80.0,5.0,2406.0
11308,RealTimeInference,RegionA,RegionA,393,393,2.683333333333333,395.68333333333334,5.0,0.08,13.416666666666666,1.0733333333333333,20.0,5.0,396.0
11309,AITraining,RegionD,RegionD,565,565,6.566666666666666,571.5666666666667,18.0,0.16,118.19999999999999,18.912,150.0,5.0,2406.0
11310,RealTimeInference,RegionA,RegionA,1952,1952,1.05,1953.05,6.0,0.08,6.300000000000001,0.5040000000000001,20.0,5.0,1954.0
11311,RealTimeInference,RegionB,RegionB,4,4,6.533333333333333,10.533333333333333,2.0,0.08,13.066666666666666,1.0453333333333332,20.0,5.0,11.0
11312,RealTimeInference,RegionB,RegionB,727,727,1.7,728.7,3.0,0.08,5.1,0.408,20.0,5.0,729.0
11313,AITraining,RegionF,RegionF,875,875,6.083333333333333,881.0833333333334,19.0,0.16,115.58333333333333,18.493333333333332,150.0,5.0,2406.0
11314,AITraining,RegionF,RegionF,1206,1206,2.2333333333333334,1208.2333333333333,51.0,0.16,113.9,18.224,150.0,5.0,2406.0
11315,AITraining,RegionB,RegionB,522,522,5.95,527.95,59.0,0.16,351.05,56.168000000000006,150.0,5.0,2406.0
11316,AITraining,RegionD,RegionD,936,936,5.833333333333333,941.8333333333334,60.0,0.16,350.0,56.0,150.0,5.0,2406.0
11317,RealTimeInference,RegionB,RegionB,636,636,0.9333333333333333,636.9333333333333,3.0,0.08,2.8,0.22399999999999998,20.0,5.0,637.0
11318,RealTimeInference,RegionB,RegionB,1032,1032,0.23333333333333334,1032.2333333333333,1.0,0.08,0.23333333333333334,0.018666666666666668,20.0,5.0,1033.0
11319,RealTimeInference,RegionC,RegionC,1136,1136,1.6,1137.6,6.0,0.08,9.600000000000001,0.7680000000000001,20.0,5.0,1138.0
11320,BatchInference,RegionE,RegionE,1995,1995,3.8666666666666667,1998.8666666666666,6.0,0.1,23.2,2.32,80.0,5.0,2406.0
11321,BatchInference,RegionA,RegionA,865,865,5.866666666666666,870.8666666666667,12.0,0.1,70.39999999999999,7.039999999999999,80.0,5.0,2406.0
11322,AITraining,RegionD,RegionD,539,539,6.633333333333334,545.6333333333333,55.0,0.16,364.83333333333337,58.37333333333334,150.0,5.0,2406.0
11323,AITraining,RegionD,RegionD,2149,2149,6.5,2155.5,40.0,0.16,260.0,41.6,150.0,5.0,2406.0
11324,AITraining,RegionD,RegionD,449,449,2.4166666666666665,451.4166666666667,120.0,0.16,290.0,46.4,150.0,5.0,2406.0
11325,RealTimeInference,RegionB,RegionB,1726,1726,2.966666666666667,1728.9666666666667,4.0,0.08,11.866666666666667,0.9493333333333334,20.0,5.0,1729.0
11326,BatchInference,RegionE,RegionE,2364,2364,3.566666666666667,2367.5666666666666,17.0,0.1,60.63333333333334,6.063333333333334,80.0,5.0,2406.0
11327,AITraining,RegionF,RegionF,803,803,0.7,803.7,114.0,0.16,79.8,12.768,150.0,5.0,2406.0
11328,AITraining,RegionB,RegionB,41,41,3.4166666666666665,44.416666666666664,37.0,0.16,126.41666666666666,20.226666666666667,150.0,5.0,2406.0
11329,AITraining,RegionD,RegionD,518,518,0.8833333333333333,518.8833333333333,108.0,0.16,95.39999999999999,15.264,150.0,5.0,2406.0
11330,AITraining,RegionD,RegionD,53,53,4.216666666666667,57.21666666666667,117.0,0.16,493.35,78.936,150.0,5.0,2406.0
11331,RealTimeInference,RegionB,RegionB,147,147,5.716666666666667,152.71666666666667,1.0,0.08,5.716666666666667,0.45733333333333337,20.0,5.0,153.0
11332,AITraining,RegionE,RegionE,851,851,4.666666666666667,855.6666666666666,94.0,0.16,438.6666666666667,70.18666666666667,150.0,5.0,2406.0
11333,RealTimeInference,RegionC,RegionC,1134,1134,0.48333333333333334,1134.4833333333333,6.0,0.08,2.9,0.23199999999999998,20.0,5.0,1135.0
11334,AITraining,RegionF,RegionF,611,611,2.316666666666667,613.3166666666667,120.0,0.16,278.0,44.480000000000004,150.0,5.0,2406.0
11335,RealTimeInference,RegionA,RegionA,537,537,2.3333333333333335,539.3333333333334,6.0,0.08,14.0,1.12,20.0,5.0,540.0
11336,RealTimeInference,RegionA,RegionA,1797,1797,4.166666666666667,1801.1666666666667,7.0,0.08,29.166666666666668,2.3333333333333335,20.0,5.0,1802.0
11337,BatchInference,RegionC,RegionC,1471,1471,5.1,1476.1,12.0,0.1,61.199999999999996,6.12,80.0,5.0,2406.0
11338,RealTimeInference,RegionB,RegionB,422,422,1.85,423.85,3.0,0.08,5.550000000000001,0.44400000000000006,20.0,5.0,424.0
11339,RealTimeInference,RegionC,RegionC,1527,1527,0.16666666666666666,1527.1666666666667,2.0,0.08,0.3333333333333333,0.026666666666666665,20.0,5.0,1528.0
11340,AITraining,RegionF,RegionF,794,794,2.533333333333333,796.5333333333333,40.0,0.16,101.33333333333333,16.21333333333333,150.0,5.0,2406.0
11341,RealTimeInference,RegionA,RegionA,535,535,2.6333333333333333,537.6333333333333,5.0,0.08,13.166666666666666,1.0533333333333332,20.0,5.0,538.0
11342,AITraining,RegionD,RegionD,383,383,6.2,389.2,68.0,0.16,421.6,67.456,150.0,5.0,2406.0
11343,BatchInference,RegionB,RegionB,1374,1374,3.2333333333333334,1377.2333333333333,13.0,0.1,42.03333333333333,4.203333333333333,80.0,5.0,2406.0
11344,RealTimeInference,RegionB,RegionB,1667,1667,2.0166666666666666,1669.0166666666667,1.0,0.08,2.0166666666666666,0.16133333333333333,20.0,5.0,1670.0
11345,BatchInference,RegionD,RegionD,1621,1621,5.083333333333333,1626.0833333333333,10.0,0.1,50.83333333333333,5.083333333333333,80.0,5.0,2406.0
11346,RealTimeInference,RegionC,RegionC,11,11,2.6166666666666667,13.616666666666667,2.0,0.08,5.233333333333333,0.4186666666666667,20.0,5.0,14.0
11347,AITraining,RegionF,RegionF,235,235,5.55,240.55,123.0,0.16,682.65,109.224,150.0,5.0,2406.0
11348,BatchInference,RegionA,RegionA,945,945,2.3,947.3,15.0,0.1,34.5,3.45,80.0,5.0,2406.0
11349,BatchInference,RegionB,RegionB,1871,1871,2.1,1873.1,4.0,0.1,8.4,0.8400000000000001,80.0,5.0,2406.0
11350,BatchInference,RegionC,RegionC,1457,1457,4.633333333333334,1461.6333333333334,15.0,0.1,69.5,6.95,80.0,5.0,2406.0
11351,BatchInference,RegionD,RegionD,2394,2394,4.35,2398.35,16.0,0.1,69.6,6.96,80.0,5.0,2406.0
11352,RealTimeInference,RegionC,RegionC,2200,2200,6.65,2206.65,4.0,0.08,26.6,2.128,20.0,5.0,2207.0
11353,RealTimeInference,RegionC,RegionC,540,540,5.883333333333334,545.8833333333333,1.0,0.08,5.883333333333334,0.47066666666666673,20.0,5.0,546.0
11354,RealTimeInference,RegionA,RegionA,93,93,6.616666666666666,99.61666666666666,5.0,0.08,33.08333333333333,2.6466666666666665,20.0,5.0,100.0
11355,AITraining,RegionD,RegionD,663,663,3.533333333333333,666.5333333333333,117.0,0.16,413.4,66.14399999999999,150.0,5.0,2406.0
11356,AITraining,RegionD,RegionD,367,367,4.433333333333334,371.43333333333334,115.0,0.16,509.83333333333337,81.57333333333334,150.0,5.0,2406.0
11357,BatchInference,RegionC,RegionC,303,303,3.933333333333333,306.93333333333334,7.0,0.1,27.53333333333333,2.7533333333333334,80.0,5.0,2406.0
11358,BatchInference,RegionD,RegionD,1222,1222,6.0,1228.0,13.0,0.1,78.0,7.800000000000001,80.0,5.0,2406.0
11359,BatchInference,RegionE,RegionE,167,167,1.2833333333333334,168.28333333333333,4.0,0.1,5.133333333333334,0.5133333333333334,80.0,5.0,2406.0
11360,RealTimeInference,RegionE,RegionE,2384,2384,6.566666666666666,2390.5666666666666,3.0,0.08,19.7,1.576,20.0,5.0,2391.0
11361,AITraining,RegionC,RegionC,2174,2174,2.2666666666666666,2176.266666666667,63.0,0.16,142.79999999999998,22.848,150.0,5.0,2406.0
11362,RealTimeInference,RegionA,RegionA,488,488,5.25,493.25,4.0,0.08,21.0,1.68,20.0,5.0,494.0
11363,RealTimeInference,RegionB,RegionB,1079,1079,3.8,1082.8,2.0,0.08,7.6,0.608,20.0,5.0,1083.0
11364,RealTimeInference,RegionB,RegionB,2216,2216,2.7666666666666666,2218.766666666667,5.0,0.08,13.833333333333332,1.1066666666666667,20.0,5.0,2219.0
11365,BatchInference,RegionD,RegionD,273,273,5.216666666666667,278.21666666666664,5.0,0.1,26.083333333333336,2.608333333333334,80.0,5.0,2406.0
11366,AITraining,RegionF,RegionF,1585,1585,2.85,1587.85,104.0,0.16,296.40000000000003,47.42400000000001,150.0,5.0,2406.0
11367,BatchInference,RegionA,RegionA,664,664,2.6666666666666665,666.6666666666666,7.0,0.1,18.666666666666664,1.8666666666666665,80.0,5.0,2406.0
11368,RealTimeInference,RegionA,RegionA,2324,2324,3.55,2327.55,1.0,0.08,3.55,0.284,20.0,5.0,2328.0
11369,RealTimeInference,RegionA,RegionA,831,831,4.0,835.0,4.0,0.08,16.0,1.28,20.0,5.0,835.0
11370,RealTimeInference,RegionB,RegionB,1719,1719,2.9,1721.9,3.0,0.08,8.7,0.696,20.0,5.0,1722.0
11371,BatchInference,RegionD,RegionD,57,57,1.4,58.4,23.0,0.1,32.199999999999996,3.2199999999999998,80.0,5.0,2406.0
11372,AITraining,RegionF,RegionF,228,230,1.25,231.25,107.0,0.16,133.75,21.400000000000002,150.0,5.0,2406.0
11373,BatchInference,RegionF,RegionF,1662,1662,2.316666666666667,1664.3166666666666,19.0,0.1,44.01666666666667,4.401666666666667,80.0,5.0,2406.0
11374,AITraining,RegionB,RegionB,1509,1509,5.483333333333333,1514.4833333333333,104.0,0.16,570.2666666666667,91.24266666666666,150.0,5.0,2406.0
11375,BatchInference,RegionB,RegionB,1610,1610,1.6,1611.6,13.0,0.1,20.8,2.08,80.0,5.0,2406.0
11376,BatchInference,RegionB,RegionB,166,166,4.966666666666667,170.96666666666667,22.0,0.1,109.26666666666667,10.926666666666668,80.0,5.0,2406.0
11377,BatchInference,RegionC,RegionC,957,957,1.8166666666666667,958.8166666666667,20.0,0.1,36.333333333333336,3.6333333333333337,80.0,5.0,2406.0
11378,AITraining,RegionE,RegionE,1613,1613,2.3333333333333335,1615.3333333333333,35.0,0.16,81.66666666666667,13.066666666666668,150.0,5.0,2406.0
11379,RealTimeInference,RegionC,RegionC,344,344,0.45,344.45,6.0,0.08,2.7,0.21600000000000003,20.0,5.0,345.0
11380,AITraining,RegionA,RegionA,2097,2097,3.6666666666666665,2100.6666666666665,102.0,0.16,374.0,59.84,150.0,5.0,2406.0
11381,BatchInference,RegionA,RegionA,1482,1482,6.483333333333333,1488.4833333333333,10.0,0.1,64.83333333333333,6.483333333333333,80.0,5.0,2406.0
11382,BatchInference,RegionB,RegionB,247,247,1.55,248.55,21.0,0.1,32.550000000000004,3.255000000000001,80.0,5.0,2406.0
11383,BatchInference,RegionC,RegionC,2380,2380,1.85,2381.85,22.0,0.1,40.7,4.07,80.0,5.0,2406.0
11384,BatchInference,RegionD,RegionD,1043,1043,1.85,1044.85,15.0,0.1,27.75,2.7750000000000004,80.0,5.0,2406.0
11385,BatchInference,RegionE,RegionE,148,148,0.55,148.55,16.0,0.1,8.8,0.8800000000000001,80.0,5.0,2406.0
11386,BatchInference,RegionF,RegionF,1767,1767,6.233333333333333,1773.2333333333333,8.0,0.1,49.86666666666667,4.986666666666667,80.0,5.0,2406.0
11387,BatchInference,RegionA,RegionA,804,804,2.4833333333333334,806.4833333333333,23.0,0.1,57.11666666666667,5.711666666666667,80.0,5.0,2406.0
11388,AITraining,RegionD,RegionD,1254,1254,0.21666666666666667,1254.2166666666667,109.0,0.16,23.616666666666667,3.7786666666666666,150.0,5.0,2406.0
11389,AITraining,RegionD,RegionD,772,772,4.866666666666666,776.8666666666667,109.0,0.16,530.4666666666666,84.87466666666666,150.0,5.0,2406.0
11390,AITraining,RegionE,RegionE,920,920,5.216666666666667,925.2166666666667,19.0,0.16,99.11666666666667,15.858666666666668,150.0,5.0,2406.0
11391,AITraining,RegionE,RegionE,1707,1707,3.05,1710.05,23.0,0.16,70.14999999999999,11.223999999999998,150.0,5.0,2406.0
11392,BatchInference,RegionE,RegionE,34,34,1.0166666666666666,35.016666666666666,15.0,0.1,15.25,1.5250000000000001,80.0,5.0,2406.0
11393,BatchInference,RegionF,RegionF,1543,1543,4.1,1547.1,5.0,0.1,20.5,2.0500000000000003,80.0,5.0,2406.0
11394,RealTimeInference,RegionA,RegionA,1858,1858,0.8833333333333333,1858.8833333333334,5.0,0.08,4.416666666666666,0.3533333333333333,20.0,5.0,1859.0
11395,RealTimeInference,RegionA,RegionA,530,530,6.133333333333334,536.1333333333333,2.0,0.08,12.266666666666667,0.9813333333333334,20.0,5.0,537.0
11396,RealTimeInference,RegionB,RegionB,1578,1578,0.38333333333333336,1578.3833333333334,6.0,0.08,2.3000000000000003,0.18400000000000002,20.0,5.0,1579.0
11397,RealTimeInference,RegionB,RegionB,1777,1777,1.8333333333333333,1778.8333333333333,2.0,0.08,3.6666666666666665,0.29333333333333333,20.0,5.0,1779.0
11398,RealTimeInference,RegionC,RegionC,362,362,4.433333333333334,366.43333333333334,4.0,0.08,17.733333333333334,1.4186666666666667,20.0,5.0,367.0
11399,BatchInference,RegionF,RegionF,601,601,6.183333333333334,607.1833333333333,15.0,0.1,92.75,9.275,80.0,5.0,2406.0
11400,BatchInference,RegionA,RegionA,886,886,3.55,889.55,8.0,0.1,28.4,2.84,80.0,5.0,2406.0
11401,BatchInference,RegionB,RegionB,562,562,4.116666666666666,566.1166666666667,6.0,0.1,24.699999999999996,2.4699999999999998,80.0,5.0,2406.0
11402,AITraining,RegionD,RegionD,1407,1407,4.7,1411.7,68.0,0.16,319.6,51.136,150.0,5.0,2406.0
11403,AITraining,RegionE,RegionE,2272,2272,2.933333333333333,2274.9333333333334,125.0,0.16,366.66666666666663,58.666666666666664,150.0,5.0,2406.0
11404,AITraining,RegionE,RegionE,1313,1313,3.9833333333333334,1316.9833333333333,19.0,0.16,75.68333333333334,12.109333333333334,150.0,5.0,2406.0
11405,BatchInference,RegionE,RegionE,619,619,0.6833333333333333,619.6833333333333,14.0,0.1,9.566666666666666,0.9566666666666667,80.0,5.0,2406.0
11406,RealTimeInference,RegionE,RegionE,2108,2108,5.133333333333334,2113.133333333333,3.0,0.08,15.400000000000002,1.2320000000000002,20.0,5.0,2114.0
11407,AITraining,RegionC,RegionC,160,160,1.8833333333333333,161.88333333333333,106.0,0.16,199.63333333333333,31.941333333333333,150.0,5.0,2406.0
11408,AITraining,RegionD,RegionD,2019,2019,3.5,2022.5,123.0,0.16,430.5,68.88,150.0,5.0,2406.0
11409,AITraining,RegionD,RegionD,401,401,4.0,405.0,58.0,0.16,232.0,37.12,150.0,5.0,2406.0
11410,AITraining,RegionE,RegionE,1669,1669,1.5666666666666667,1670.5666666666666,44.0,0.16,68.93333333333334,11.029333333333334,150.0,5.0,2406.0
11411,RealTimeInference,RegionC,RegionC,983,983,4.75,987.75,3.0,0.08,14.25,1.1400000000000001,20.0,5.0,988.0
11412,AITraining,RegionF,RegionF,1274,1274,2.1,1276.1,30.0,0.16,63.0,10.08,150.0,5.0,2406.0
11413,AITraining,RegionA,RegionA,346,346,2.5833333333333335,348.5833333333333,121.0,0.16,312.58333333333337,50.01333333333334,150.0,5.0,2406.0
11414,AITraining,RegionD,RegionD,2338,2338,1.9,2339.9,75.0,0.16,142.5,22.8,150.0,5.0,2406.0
11415,AITraining,RegionD,RegionD,1557,1557,6.083333333333333,1563.0833333333333,108.0,0.16,657.0,105.12,150.0,5.0,2406.0
11416,BatchInference,RegionC,RegionC,903,903,4.4,907.4,8.0,0.1,35.2,3.5200000000000005,80.0,5.0,2406.0
11417,RealTimeInference,RegionB,RegionB,2292,2292,6.183333333333334,2298.1833333333334,7.0,0.08,43.28333333333333,3.462666666666667,20.0,5.0,2299.0
11418,BatchInference,RegionE,RegionE,980,980,4.3,984.3,14.0,0.1,60.199999999999996,6.02,80.0,5.0,2406.0
11419,RealTimeInference,RegionE,RegionE,1153,1153,4.166666666666667,1157.1666666666667,3.0,0.08,12.5,1.0,20.0,5.0,1158.0
11420,BatchInference,RegionA,RegionA,764,764,1.9666666666666666,765.9666666666667,8.0,0.1,15.733333333333333,1.5733333333333333,80.0,5.0,2406.0
11421,BatchInference,RegionB,RegionB,235,235,5.866666666666666,240.86666666666667,6.0,0.1,35.199999999999996,3.5199999999999996,80.0,5.0,2406.0
11422,BatchInference,RegionC,RegionC,2177,2177,2.3,2179.3,20.0,0.1,46.0,4.6000000000000005,80.0,5.0,2406.0
11423,RealTimeInference,RegionB,RegionB,921,921,0.9666666666666667,921.9666666666667,4.0,0.08,3.8666666666666667,0.30933333333333335,20.0,5.0,922.0
11424,RealTimeInference,RegionC,RegionC,1067,1067,5.6,1072.6,1.0,0.08,5.6,0.44799999999999995,20.0,5.0,1073.0
11425,RealTimeInference,RegionC,RegionC,142,142,0.8,142.8,5.0,0.08,4.0,0.32,20.0,5.0,143.0
11426,AITraining,RegionA,RegionA,986,986,1.2166666666666666,987.2166666666667,124.0,0.16,150.86666666666665,24.138666666666666,150.0,5.0,2406.0
11427,RealTimeInference,RegionA,RegionA,322,322,0.6833333333333333,322.68333333333334,7.0,0.08,4.783333333333333,0.38266666666666665,20.0,5.0,323.0
11428,AITraining,RegionD,RegionD,1498,1498,6.466666666666667,1504.4666666666667,64.0,0.16,413.8666666666667,66.21866666666666,150.0,5.0,2406.0
11429,AITraining,RegionD,RegionD,2166,2166,3.5833333333333335,2169.5833333333335,34.0,0.16,121.83333333333334,19.493333333333336,150.0,5.0,2406.0
11430,BatchInference,RegionD,RegionD,1661,1661,1.6333333333333333,1662.6333333333334,6.0,0.1,9.8,0.9800000000000001,80.0,5.0,2406.0
11431,RealTimeInference,RegionC,RegionC,1531,1531,0.9666666666666667,1531.9666666666667,4.0,0.08,3.8666666666666667,0.30933333333333335,20.0,5.0,1532.0
11432,AITraining,RegionF,RegionF,1093,1093,1.1666666666666667,1094.1666666666667,30.0,0.16,35.0,5.6000000000000005,150.0,5.0,2406.0
11433,BatchInference,RegionA,RegionA,1912,1912,3.6,1915.6,14.0,0.1,50.4,5.04,80.0,5.0,2406.0
11434,AITraining,RegionD,RegionD,1599,1599,3.5,1602.5,117.0,0.16,409.5,65.52,150.0,5.0,2406.0
11435,AITraining,RegionD,RegionD,2308,2308,0.6333333333333333,2308.633333333333,20.0,0.16,12.666666666666666,2.0266666666666664,150.0,5.0,2406.0
11436,AITraining,RegionE,RegionE,1100,1108,5.566666666666666,1113.5666666666666,77.0,0.16,428.6333333333333,68.58133333333333,150.0,5.0,2406.0
11437,BatchInference,RegionD,RegionD,1355,1355,6.35,1361.35,16.0,0.1,101.6,10.16,80.0,5.0,2406.0
11438,BatchInference,RegionE,RegionE,1644,1644,6.25,1650.25,20.0,0.1,125.0,12.5,80.0,5.0,2406.0
11439,AITraining,RegionF,RegionF,1098,1098,6.083333333333333,1104.0833333333333,44.0,0.16,267.66666666666663,42.82666666666666,150.0,5.0,2406.0
11440,AITraining,RegionD,RegionD,1374,1374,3.5833333333333335,1377.5833333333333,32.0,0.16,114.66666666666667,18.346666666666668,150.0,5.0,2406.0
11441,RealTimeInference,RegionA,RegionA,1476,1476,4.783333333333333,1480.7833333333333,2.0,0.08,9.566666666666666,0.7653333333333333,20.0,5.0,1481.0
11442,RealTimeInference,RegionB,RegionB,1788,1788,5.883333333333334,1793.8833333333334,1.0,0.08,5.883333333333334,0.47066666666666673,20.0,5.0,1794.0
11443,BatchInference,RegionD,RegionD,2311,2311,5.583333333333333,2316.5833333333335,4.0,0.1,22.333333333333332,2.2333333333333334,80.0,5.0,2406.0
