Hour,Region,Baseline_AI_IT_Load_MW,NonAI_IT_Load_MW,AvailableRenewable_MW,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,GridPurchase_MW,GridSell_MW,Curtailment_MW,RenewableCharge_MW,GridCharge_MW,ChargePower_MW,DischargePower_MW,SOC_MWh,NetGridImport_MW,CarbonEmission_tCO2,IT_Load_MW,DirectRenewable_MW,Cost_CNY
1926,RegionC,46.8626666667,341.937333,950.0,422.53,0.0,0.5651,439.9661,0.0,853.4221,0.0,0.0,0.0,0.0,300.0,439.9661,248.6248,388.79999966670005,96.5779,185898.876233
1926,RegionD,156.14,314.69,950.0,271.18,211.52,0.4315,376.664,180.0,544.0016,0.0,0.0,0.0,0.0,900.0,196.664,162.5305,470.83,225.99839999999995,64070.143520000005
1926,RegionE,66.688,398.192,950.0,239.65,186.93,0.226,261.495,220.0,410.395,0.0,0.0,0.0,0.0,820.0,41.495,59.0979,464.88,319.605,21542.676750000006
1926,RegionF,62.576,416.484,950.0,252.26,196.76,0.2671,249.4465,220.0,371.0403,0.0,0.0,0.0,0.0,850.0,29.4465,66.6272,479.06,358.9597,19638.17409
1927,RegionA,22.866,380.334,1012.13,698.19,0.0,0.6235,479.0016,0.0,946.8116,0.0,0.0,0.0,0.0,350.0,479.0016,298.6575,403.2,65.3184,334434.127104
1927,RegionB,15.24,378.36,1012.13,669.1,0.0,0.5832,451.656,0.0,932.426,0.0,0.0,0.0,0.0,320.0,451.656,263.4058,393.6,79.70399999999995,302203.0296
1927,RegionC,39.096,349.704,1012.13,649.7,0.0,0.5531,439.9661,0.0,915.5521,0.0,0.0,0.0,0.0,300.0,439.9661,243.3452,388.8,96.5779,285845.97517
1927,RegionD,182.0213333333,288.798667,1012.13,416.97,325.24,0.4223,372.2956,180.0,601.776,0.0,0.0,0.0,0.0,900.0,192.2956,157.2204,470.8200003333,230.35400000000004,96692.896332
1927,RegionE,44.145,418.235,1012.13,368.49,287.42,0.2212,233.1624,220.0,447.3174,0.0,0.0,0.0,0.0,820.0,13.1624,51.5755,462.38,344.8126,22685.612776
1927,RegionF,69.2573333333,402.862667,1012.13,387.88,302.55,0.2615,254.5095,220.0,447.0471,0.0,0.0,0.0,0.0,850.0,34.5095,66.5542,472.12000033329997,345.0829,32158.14486
1928,RegionA,10.1213333333,393.078667,1059.81,697.81,0.0,0.6099,479.0016,0.0,994.4916,0.0,0.0,0.0,0.0,350.0,479.0016,292.1431,403.2000003333,65.3184,334252.10649599996
1928,RegionB,33.6813333333,359.918667,1059.81,668.74,0.0,0.5706,451.656,0.0,980.106,0.0,0.0,0.0,0.0,320.0,451.656,257.7149,393.60000033330004,79.70399999999995,302040.43344
1928,RegionC,57.2633333333,331.536667,1059.81,649.35,0.0,0.5411,439.9661,0.0,963.2321,0.0,0.0,0.0,0.0,300.0,439.9661,238.0656,388.80000033330003,96.5779,285691.987035
1928,RegionD,147.5346666667,312.865333,1059.81,416.75,325.06,0.4132,359.4803,180.0,649.9783,0.0,0.0,0.0,0.0,900.0,179.4803,148.5373,460.3999996667,229.83169999999996,91302.61502499999
1928,RegionE,17.5766666667,471.153333,1059.81,368.29,287.27,0.2164,219.9285,220.0,448.826,0.0,0.0,0.0,0.0,820.0,-0.0715,47.5925,488.7299996667,390.9839999999999,17798.06726500002
1928,RegionF,65.2026666667,365.427333,1059.81,387.67,302.38,0.2558,240.636,220.0,533.5459,0.0,0.0,0.0,0.0,850.0,20.636,61.5547,430.6299996667,306.2641,26763.75812
1929,RegionA,10.9966666667,392.203333,1089.78,697.43,0.0,0.5973,474.7752,0.0,1020.2352,0.0,0.0,0.0,0.0,350.0,474.7752,283.5832,403.19999966669997,69.54480000000001,331122.46773599996
1929,RegionB,32.3386666667,361.261333,1089.78,668.37,0.0,0.5587,447.5302,0.0,1005.9502,0.0,0.0,0.0,0.0,320.0,447.5302,250.0351,393.5999996667,83.82979999999998,299115.759774
1929,RegionC,75.2,313.6,1089.78,649.0,0.0,0.5298,435.8,0.0,989.036,0.0,0.0,0.0,0.0,300.0,435.8,230.8869,388.8,100.74400000000003,282834.2
1929,RegionD,104.753,330.597,1089.78,416.52,324.89,0.4046,335.5945,180.0,688.1265,0.0,0.0,0.0,0.0,900.0,155.5945,135.7815,435.34999999999997,221.6535,81301.62113999999
1929,RegionE,41.1533333333,376.876667,1089.78,368.09,287.11,0.2119,168.6337,220.0,515.8762,0.0,0.0,0.0,0.0,820.0,-51.3663,35.7335,418.0300003333,353.90379999999993,-1091.821367000004
1929,RegionF,86.204,355.836,1089.78,387.46,302.22,0.2505,255.7299,220.0,564.1191,0.0,0.0,0.0,0.0,850.0,35.7299,64.0603,442.04,305.66089999999997,32596.707053999984
1930,RegionA,15.6573333333,387.542667,1100.0,697.05,0.0,0.5863,470.8368,0.0,1026.5168,0.0,0.0,0.0,0.0,350.0,470.8368,276.0516,403.2000003333,73.4831999999999,328196.79143999994
1930,RegionB,17.044,376.556,1100.0,668.01,0.0,0.5485,443.6856,0.0,1012.3256,0.0,0.0,0.0,0.0,320.0,443.6856,243.3616,393.59999999999997,87.67439999999999,296386.417656
1930,RegionC,90.24,298.56,1100.0,648.65,0.0,0.5201,431.9179,0.0,995.3739,0.0,0.0,0.0,0.0,300.0,431.9179,224.6405,388.8,104.62609999999995,280163.545835
1930,RegionD,81.3413333333,299.098667,1100.0,416.3,324.71,0.3972,289.7431,180.0,722.7799,0.0,0.0,0.0,0.0,900.0,109.7431,115.086,380.44000033329996,197.2201,62172.25253000002
1930,RegionE,25.3906666667,391.389333,1100.0,367.89,286.95,0.208,153.2268,220.0,512.2518,0.0,0.0,0.0,0.0,820.0,-66.7732,31.8712,416.7799996667,367.7482,-6758.392548000003
1930,RegionF,85.1746666667,331.705333,1100.0,387.25,302.06,0.2459,248.8357,220.0,599.3981,0.0,0.0,0.0,0.0,850.0,28.8357,61.1887,416.8799996667,280.6019,29908.42482500001
1931,RegionA,13.9146666667,368.395333,1089.78,696.67,0.0,0.5777,443.2358,0.0,1016.8973,0.0,0.0,0.0,0.0,350.0,443.2358,256.0573,382.3099996667,72.8827,308789.08478599996
1931,RegionB,8.088,360.762,1089.78,667.64,0.0,0.5405,412.6923,0.0,1004.5248,0.0,0.0,0.0,0.0,320.0,412.6923,223.0602,368.85,85.25519999999995,275529.88717199996
1931,RegionC,90.7586666667,283.931333,1089.78,648.29,0.0,0.5125,413.0304,0.0,985.7382,0.0,0.0,0.0,0.0,300.0,413.0304,211.6781,374.6899996667,104.04179999999997,267763.47801599995
1931,RegionD,88.2056666667,277.824333,1089.78,416.07,324.53,0.3914,275.8574,180.0,717.119,0.0,0.0,0.0,0.0,900.0,95.8574,107.9706,366.0299996667,192.66099999999994,56360.588418
1931,RegionE,35.62,349.26,1089.78,367.69,286.8,0.205,132.8478,220.0,521.5278,0.0,0.0,0.0,0.0,820.0,-87.1522,27.2338,384.88,348.2522,-14249.192417999999
1931,RegionF,78.9433333333,297.116667,1089.78,387.04,301.89,0.2423,230.405,220.0,622.5888,0.0,0.0,0.0,0.0,850.0,10.405,55.8271,376.0600003333,247.19119999999998,22760.151200000008
1932,RegionA,14.5306666667,338.509333,1059.81,696.29,0.0,0.5721,407.029,0.0,990.235,0.0,0.0,0.0,0.0,350.0,407.029,232.8613,353.03999966670006,69.57499999999993,283410.22241
1932,RegionB,7.5426666667,358.957333,1059.81,667.28,0.0,0.5352,407.7041,0.0,972.7391,0.0,0.0,0.0,0.0,320.0,407.7041,218.2032,366.4999996667,87.07089999999994,272052.79184799996
1932,RegionC,60.256,287.024,1059.81,647.94,0.0,0.5075,380.5309,0.0,961.0945,0.0,0.0,0.0,0.0,300.0,380.5309,193.1194,347.28,98.7154999999999,246561.191346
1932,RegionD,109.4256666667,225.174333,1059.81,415.84,324.36,0.3875,250.1284,180.0,701.6504,0.0,0.0,0.0,0.0,900.0,70.1284,96.9248,334.5999996667,178.15959999999995,45628.59385599999
1932,RegionE,52.2226666667,308.337333,1059.81,367.49,286.64,0.203,121.689,220.0,510.799,0.0,0.0,0.0,0.0,820.0,-98.311,24.7029,360.5599996667,329.01099999999997,-18341.309389999995
1932,RegionF,52.9666666667,295.013333,1059.81,386.83,301.73,0.2399,217.4148,220.0,615.2902,0.0,0.0,0.0,0.0,850.0,-2.5852,52.1578,347.9799996667,224.51979999999992,17721.96708399999
1933,RegionA,11.3953333333,325.136667,1012.13,695.91,0.0,0.5697,386.6349,0.0,944.4467,0.0,0.0,0.0,0.0,350.0,386.6349,220.2659,336.5320003333,67.68330000000003,269063.093259
1933,RegionB,10.1266666667,330.927333,1012.13,666.91,0.0,0.5329,378.0174,0.0,929.7245,0.0,0.0,0.0,0.0,320.0,378.0174,201.4455,341.05399966669995,82.40549999999996,252103.58423399998
1933,RegionC,25.8453333333,307.318667,1012.13,647.58,0.0,0.5054,363.6854,0.0,916.0491,0.0,0.0,0.0,0.0,300.0,363.6854,183.8066,333.1640003333,96.08090000000004,235515.39133200003
1933,RegionD,141.6226666667,201.707333,1012.13,415.61,324.18,0.3859,255.3374,180.0,648.005,0.0,0.0,0.0,0.0,900.0,75.3374,98.5347,343.3299996667,184.125,47768.37681400001
1933,RegionE,43.391,301.459,1012.13,367.28,286.48,0.2022,119.0307,220.0,480.0982,0.0,0.0,0.0,0.0,820.0,-100.9693,24.068,344.85,312.0318,-19308.00450400001
1933,RegionF,21.5573333333,304.932667,1012.13,386.62,301.56,0.2389,206.4734,220.0,583.9611,0.0,0.0,0.0,0.0,850.0,-13.5266,49.3265,326.4900003333,208.1689,13483.545908
1934,RegionA,22.0573333333,303.092667,950.0,695.53,0.0,0.5707,373.1096,0.0,884.1571,0.0,0.0,0.0,0.0,350.0,373.1096,212.9337,325.1500003333,65.84289999999999,259508.92008799998
1934,RegionB,11.3616666667,305.778333,950.0,666.55,0.0,0.5339,351.074,0.0,872.935,0.0,0.0,0.0,0.0,320.0,351.074,187.4384,317.13999966669996,77.06500000000005,234008.3747
1934,RegionC,25.344,289.556,950.0,647.23,0.0,0.5063,343.304,0.0,858.742,0.0,0.0,0.0,0.0,300.0,343.304,173.8148,314.9,91.25800000000004,222196.64792
1934,RegionD,104.5933333333,210.133667,950.0,415.38,324.0,0.3866,233.6533,180.0,600.8027,0.0,0.0,0.0,0.0,900.0,53.6533,90.3304,314.7270003333,169.19730000000004,38734.907754
1934,RegionE,102.5533333333,216.931667,950.0,367.08,286.32,0.2025,117.4568,220.0,448.1005,0.0,0.0,0.0,0.0,820.0,-102.5432,23.785,319.48500033330004,281.8995,-19874.357856000002
1934,RegionF,61.2,234.451,950.0,386.4,301.39,0.2393,187.7384,220.0,542.2616,0.0,0.0,0.0,0.0,850.0,-32.2616,44.9258,295.651,187.73839999999996,6236.317759999991
1935,RegionA,26.352,254.028,877.65,695.15,0.0,0.575,322.123,0.0,821.26,0.0,0.0,0.0,0.0,350.0,322.123,185.2207,280.38,56.389999999999986,223923.80344999998
1935,RegionB,9.2816666667,271.568333,877.65,666.18,0.0,0.5379,311.2885,0.0,809.791,0.0,0.0,0.0,0.0,320.0,311.2885,167.4421,280.8499996667,67.85899999999992,207374.17292999997
1935,RegionC,8.4293333333,272.492667,877.65,646.87,0.0,0.51,306.6575,0.0,796.6351,0.0,0.0,0.0,0.0,300.0,306.6575,156.3953,280.9220003333,81.01490000000001,198367.53702500003
1935,RegionD,105.9363333333,174.676667,877.65,415.16,323.82,0.3895,208.6942,180.0,547.1596,0.0,0.0,0.0,0.0,900.0,28.6942,81.2864,280.6130003333,150.49040000000002,28353.884072000008
1935,RegionE,124.236,161.311,877.65,366.88,286.17,0.204,115.19,220.0,415.9062,0.0,0.0,0.0,0.0,820.0,-104.81,23.4988,285.547,241.74379999999996,-20696.4928
1935,RegionF,88.911,190.281,877.65,386.19,301.23,0.2411,176.562,220.0,479.6382,0.0,0.0,0.0,0.0,850.0,-43.438,42.5691,279.192,178.0118,1915.878779999999
1936,RegionA,18.3203333333,233.555667,800.0,694.77,0.0,0.5822,290.3944,0.0,750.3618,0.0,0.0,0.0,0.0,350.0,290.3944,169.0676,251.8760003333,49.63819999999998,201757.31728800002
1936,RegionB,6.5226666667,246.157333,800.0,665.82,0.0,0.5446,281.0878,0.0,739.9698,0.0,0.0,0.0,0.0,320.0,281.0878,153.0804,252.67999966669998,60.030200000000036,187153.878996
1936,RegionC,6.2946666667,254.185333,800.0,646.52,0.0,0.5164,285.4201,0.0,725.9577,0.0,0.0,0.0,0.0,300.0,285.4201,147.3909,260.4799996667,74.04229999999995,184529.803052
1936,RegionD,102.232,160.718,800.0,414.93,323.65,0.3944,196.5669,180.0,479.9909,0.0,0.0,0.0,0.0,900.0,16.5669,77.526,262.95,140.0091,23304.50381700001
1936,RegionE,83.3933333333,158.356667,800.0,366.68,286.01,0.2066,108.7875,220.0,386.6,0.0,0.0,0.0,0.0,820.0,-111.2125,22.4755,241.7500003333,193.39999999999998,-23031.999499999998
1936,RegionF,92.188,153.082,800.0,385.98,301.06,0.2441,153.2425,220.0,421.7496,0.0,0.0,0.0,0.0,850.0,-66.7575,37.4065,245.26999999999998,158.2504,-7084.659849999989
1937,RegionA,9.5886666667,267.471333,722.35,1006.87,0.0,0.5917,276.2129,0.0,669.5319,0.0,0.0,0.0,45.0,301.087,276.2129,163.4352,277.05999966670004,52.81810000000007,278110.482623
1937,RegionB,6.5443333333,226.975667,722.35,964.92,0.0,0.5536,220.7767,0.0,668.3747,0.0,0.0,0.0,40.5,275.9783,220.7767,122.222,233.52000033329998,53.97530000000006,213031.853364
1937,RegionC,22.4283333333,247.271667,722.35,936.95,0.0,0.5249,259.0473,0.0,647.4613,0.0,0.0,0.0,38.25,258.4239,259.0473,135.9739,269.7000003333,74.88869999999997,242714.367735
1937,RegionD,136.7226666667,103.637333,722.35,601.33,469.04,0.4009,0.0,180.0,415.8358,0.0,0.0,0.0,181.1466,705.2187,-180.0,0.0,240.3599996667,126.51420000000002,-84427.2
1937,RegionE,104.212,145.928,722.35,531.41,414.5,0.21,0.0,220.0,315.812,0.0,0.0,0.0,126.137,684.3688,-220.0,0.0,250.14,186.538,-91190.0
1937,RegionF,101.7333333333,149.206667,722.35,559.37,436.31,0.2481,0.0,220.0,337.4025,0.0,0.0,0.0,153.7463,684.6814,-220.0,0.0,250.94000033330002,164.94750000000005,-95988.2
1938,RegionA,6.499,197.991,650.0,1006.33,0.0,0.603,193.7932,0.0,612.7317,0.0,0.0,0.0,45.0,252.1739,193.7932,116.8573,204.49,37.268299999999954,195019.910956
1938,RegionB,8.696,226.194,650.0,964.4,0.0,0.5641,224.2798,0.0,597.6783,0.0,0.0,0.0,40.5,231.9565,224.2798,126.5162,234.89,52.321699999999964,216295.43912
1938,RegionC,20.42,189.31,650.0,936.45,0.0,0.5349,194.7391,0.0,593.5617,0.0,0.0,0.0,38.25,216.8478,194.7391,104.1659,209.73000000000002,56.43830000000003,182363.43019500002
1938,RegionD,104.804,114.926,650.0,601.01,468.79,0.4085,0.0,180.0,356.092,0.0,0.0,0.0,167.3464,525.2764,-180.0,0.0,219.73000000000002,113.90800000000002,-84382.2
1938,RegionE,92.8866666667,118.303333,650.0,531.12,414.27,0.214,0.0,220.0,284.8069,0.0,0.0,0.0,118.7944,556.6329,-220.0,0.0,211.18999966669998,145.19310000000002,-91139.4
1938,RegionF,98.4346666667,127.835333,650.0,559.07,436.07,0.2529,0.0,220.0,277.6977,0.0,0.0,0.0,135.0606,539.455,-220.0,0.0,226.26999966670002,152.3023,-95935.4
1939,RegionA,11.8506666667,221.899333,587.87,1005.8,0.0,0.6152,230.2448,0.0,547.5523,0.0,0.0,0.0,45.0,203.2609,230.2448,141.6466,233.7499996667,40.31770000000006,231580.21983999998
1939,RegionB,23.2486666667,194.131333,587.87,963.89,0.0,0.5755,206.6649,0.0,541.5719,0.0,0.0,0.0,40.5,187.9348,206.6649,118.9357,217.3799996667,46.29809999999998,199202.230461
1939,RegionC,39.148,198.652,587.87,935.95,0.0,0.5457,228.2964,0.0,526.2524,0.0,0.0,0.0,38.25,175.2717,228.2964,124.5814,237.79999999999998,61.61760000000004,213674.01558
1939,RegionD,107.664,166.736,587.87,600.69,468.54,0.4167,29.5244,180.0,268.1624,0.0,0.0,0.0,182.0,329.5774,-150.4756,12.3028,274.4,139.7076,-66602.18816399999
1939,RegionE,107.743,142.757,587.87,530.84,414.06,0.2183,0.0,220.0,195.6513,0.0,0.0,0.0,140.9062,405.1208,-220.0,0.0,250.5,172.2187,-91093.2
1939,RegionF,114.4063333333,136.393667,587.87,558.78,435.85,0.258,0.0,220.0,194.4473,0.0,0.0,0.0,145.0933,383.4407,-220.0,0.0,250.80000033329998,173.4227,-95887.0
1940,RegionA,11.4243333333,234.515667,540.19,1005.27,0.0,0.6274,247.1767,0.0,500.3477,0.0,0.0,0.0,45.0,154.3478,247.1767,155.0787,245.94000033330002,39.84230000000008,248479.32120900002
1940,RegionB,37.1113333333,217.738667,540.19,963.38,0.0,0.5869,251.9404,0.0,488.5829,0.0,0.0,0.0,40.5,143.913,251.9404,147.8638,254.8500003333,51.60710000000006,242714.34255200002
1940,RegionC,40.084,219.866,540.19,935.46,0.0,0.5565,255.9094,0.0,475.6184,0.0,0.0,0.0,38.25,133.6957,255.9094,142.4136,259.95000000000005,64.57160000000005,239393.007324
1940,RegionD,90.404,136.726,540.19,600.37,468.29,0.425,0.0,180.0,246.8067,0.0,0.0,0.0,177.3431,138.8859,-180.0,0.0,227.13,113.38330000000005,-84292.2
1940,RegionE,69.5386666667,187.561333,540.19,530.56,413.84,0.2226,0.0,199.8886,163.5452,0.0,0.0,0.0,144.6187,249.6168,-199.8886,0.0,257.0999996667,176.75620000000006,-82721.89822399999
1940,RegionF,74.364,203.476,540.19,558.48,435.61,0.2631,0.0,188.4246,154.1656,0.0,0.0,0.0,155.257,216.4977,-188.4246,0.0,277.84000000000003,197.59980000000004,-82079.640006
1941,RegionA,5.6893333333,257.000667,510.22,1004.75,0.0,0.6387,267.0757,0.0,467.6642,0.0,0.0,0.0,45.0,105.4348,267.0757,170.5813,262.6900003333,42.55580000000003,268344.30957499996
1941,RegionB,47.064,227.326,510.22,962.88,0.0,0.5975,274.3625,0.0,454.656,0.0,0.0,0.0,40.5,99.8913,274.3625,163.9316,274.39,55.56400000000002,264178.164
1941,RegionC,55.9133333333,216.816667,510.22,934.97,0.0,0.5666,270.3713,0.0,442.4739,0.0,0.0,0.0,38.25,92.1196,270.3713,153.1924,272.7300003333,67.74610000000001,252789.05436100002
1941,RegionD,66.9653333333,199.244667,510.22,600.06,468.05,0.4326,165.0386,180.0,199.9737,0.0,0.0,0.0,45.4639,90.0,-14.9614,71.3957,266.2100003333,130.24630000000002,14784.062315999996
1941,RegionE,65.8653333333,193.654667,510.22,530.28,413.62,0.2266,0.0,182.49,149.31,0.0,0.0,0.0,145.98,92.649,-182.49,0.0,259.5200003333,178.42000000000002,-75481.5138
1941,RegionF,70.4866666667,192.363333,510.22,558.19,435.39,0.2678,19.4038,174.9534,143.1437,0.0,0.0,0.0,122.2928,85.0,-155.5496,5.1963,262.8499996667,192.12290000000004,-65341.95370399999
1942,RegionA,4.48,300.37,500.0,623.32,0.0,0.6483,362.1618,0.0,396.5406,54.0737,0.0,54.0737,0.0,155.7233,362.1618,234.7895,304.85,49.385699999999986,225742.69317600003
1942,RegionB,34.0,270.0,500.0,597.35,0.0,0.6065,348.84,0.0,388.94,49.5,0.0,49.5,0.0,145.9263,348.84,211.5715,304.0,61.56,208379.574
1942,RegionC,31.1173333333,257.292667,500.0,580.03,0.0,0.5751,326.3648,0.0,381.609,46.75,0.0,46.75,0.0,135.5971,326.3648,187.6924,288.4100003333,71.64100000000002,189301.37494399998
1942,RegionD,89.4236666667,205.146333,500.0,372.26,290.36,0.4392,235.656,157.7868,129.0983,71.7213,0.0,71.7213,0.0,157.418,77.8692,103.5001,294.5699996667,141.3936,41910.327311999994
1942,RegionE,72.0163333333,221.293667,500.0,328.97,256.6,0.23,164.9869,131.2737,107.4058,59.6699,0.0,59.6699,0.0,148.7387,33.7131,37.947,293.31000033329997,201.65060000000005,20590.909073000003
1942,RegionF,50.5606666667,241.939333,500.0,346.29,270.11,0.2719,152.3048,123.5651,101.0987,56.166,0.0,56.166,0.0,137.796,28.7397,41.4117,292.4999996667,219.17020000000002,19365.460030999995
1943,RegionA,6.244,297.766,510.22,623.0,0.0,0.6555,361.1639,0.0,405.9704,55.0,0.0,55.0,0.0,206.8733,361.1639,236.7429,304.01,49.249600000000044,225005.1097
1943,RegionB,26.378,291.682,510.22,597.05,0.0,0.6132,364.9738,0.0,396.3129,49.5,0.0,49.5,0.0,191.9613,364.9738,223.802,318.06,64.40710000000001,217907.60728999999
1943,RegionC,31.6223333333,267.157667,510.22,579.74,0.0,0.5815,338.0994,0.0,389.253,46.75,0.0,46.75,0.0,179.0746,338.0994,196.6048,298.7800003333,74.21700000000004,196009.746156
1943,RegionD,80.257,205.513,510.22,372.07,290.21,0.4441,230.8887,165.1422,135.1163,75.0646,0.0,75.0646,0.0,227.9787,65.7465,102.5377,285.77,134.89690000000004,37980.840747
1943,RegionE,88.2396666667,213.660333,510.22,328.81,256.47,0.2326,169.8187,133.1721,108.959,60.5328,0.0,60.5328,0.0,205.6395,36.6467,39.4998,301.8999996667,207.55610000000001,21683.438259999995
1943,RegionF,54.072,268.548,510.22,346.11,269.97,0.2749,162.8968,115.8913,94.8202,52.6779,0.0,52.6779,0.0,187.3132,47.0055,44.7803,322.62,246.8306,25093.037187000005
1944,RegionA,7.392,347.468,540.19,449.72,0.0,0.6598,439.5737,0.0,427.7027,55.0,18.0,73.0,0.0,274.7633,439.5737,290.0307,354.86,57.48730000000006,197685.084364
1944,RegionB,24.8553333333,313.914667,540.19,430.99,0.0,0.6173,404.9386,0.0,422.0891,49.5,16.2,65.7,0.0,253.0623,404.9386,249.9686,338.7700003333,68.60090000000008,174524.487214
1944,RegionC,20.6826666667,313.557333,540.19,418.49,0.0,0.5853,393.526,0.0,410.4148,46.75,15.3,62.05,0.0,236.7811,393.526,230.3308,334.23999966670004,83.02520000000004,164686.69574
1944,RegionD,109.656,244.014,540.19,268.59,209.5,0.447,350.307,165.1757,135.1438,75.0799,62.4,137.4799,0.0,357.2098,185.1312,156.5872,353.67,164.79060000000004,59484.647979999994
1944,RegionE,124.0906666667,221.969333,540.19,237.35,185.13,0.2341,252.2587,133.0005,108.8186,60.4548,57.6,118.0548,0.0,316.611,119.2583,59.0538,346.05999966670004,237.91610000000009,35251.219880000004
1944,RegionF,30.304,327.166,540.19,249.85,194.88,0.2767,236.1644,115.4417,94.4523,52.4735,60.0,112.4735,0.0,293.0383,120.7227,65.3467,357.46999999999997,277.82250000000005,36508.396844
1945,RegionA,6.9723333333,362.387667,587.87,449.51,0.0,0.6609,456.7997,0.0,473.0337,55.0,18.0,73.0,0.0,342.6533,456.7997,301.8989,369.36000033330004,59.836299999999994,205336.03314699998
1945,RegionB,15.881,335.619,587.87,430.78,0.0,0.6183,419.5462,0.0,467.1912,49.5,16.2,65.7,0.0,314.1633,419.5462,259.4054,351.5,71.17880000000002,180732.11203599998
1945,RegionC,28.0653333333,337.794667,587.87,418.29,0.0,0.5863,429.3072,0.0,450.2404,46.75,15.3,62.05,0.0,294.4876,429.3072,251.7028,365.8600003333,90.87959999999998,179574.90868800002
1945,RegionD,77.8656666667,304.724333,587.87,268.45,209.39,0.4477,375.3171,180.0,148.8575,82.2144,62.4,144.6144,0.0,493.1473,195.3171,168.0295,382.5899996667,176.7981,63063.67549499999
1945,RegionE,153.9693333333,212.270667,587.87,237.24,185.05,0.2345,263.61,147.8752,120.9888,67.216,57.6,124.816,0.0,433.938,115.7348,61.8165,366.24000033330003,251.79,35174.530640000004
1945,RegionF,27.448,344.052,587.87,249.73,194.79,0.2772,240.2505,130.3788,106.6736,59.2631,60.0,119.2631,0.0,405.1456,109.8717,66.5974,371.5,291.55449999999996,34601.270913
1946,RegionA,6.0823333333,397.117667,650.0,449.29,0.0,0.6586,486.9012,0.0,584.6816,0.0,7.8996,7.8996,0.0,350.0,486.9012,320.6732,403.2000003333,65.3184,218759.84014800002
1946,RegionB,15.692,377.908,650.0,430.57,0.0,0.6161,457.932,0.0,570.296,0.0,6.276,6.276,0.0,320.0,457.932,282.1319,393.6,79.70399999999995,197171.78124
1946,RegionC,44.952,343.848,650.0,418.09,0.0,0.5843,445.8934,0.0,553.4221,0.0,5.9273,5.9273,0.0,300.0,445.8934,260.5355,388.8,96.5779,186423.57160599998
1946,RegionD,59.3676666667,336.102333,650.0,268.33,209.3,0.4462,386.369,180.0,194.2139,93.5535,62.4,155.9535,0.0,639.7436,206.369,172.3979,395.4699996667,182.23260000000002,66000.39377
1946,RegionE,128.228,283.462,650.0,237.13,184.96,0.2337,289.1756,161.4638,132.1067,73.3926,57.6,130.9926,0.0,557.0711,127.7118,67.5803,411.69,283.0369,38707.86557999998
1946,RegionF,48.7866666667,356.083333,650.0,249.61,194.7,0.2762,255.3903,145.7304,119.2339,66.2411,60.0,126.2411,0.0,523.8122,109.6599,70.5388,404.8699996667,318.7946,35374.26390300001
1947,RegionA,6.2643333333,396.935667,722.35,449.08,0.0,0.6531,479.0016,0.0,657.0316,0.0,0.0,0.0,0.0,350.0,479.0016,312.8359,403.2000003333,65.3184,215110.038528
1947,RegionB,14.3773333333,379.222667,722.35,430.37,0.0,0.6109,451.656,0.0,642.646,0.0,0.0,0.0,0.0,320.0,451.656,275.9167,393.6000003333,79.70400000000006,194379.19272
1947,RegionC,29.1526666667,359.647333,722.35,417.9,0.0,0.5793,439.9661,0.0,625.7721,0.0,0.0,0.0,0.0,300.0,439.9661,254.8724,388.7999996667,96.5779,183861.83318999998
1947,RegionD,44.7656666667,381.614333,722.35,268.2,209.2,0.4424,411.1326,180.0,240.253,105.0632,62.4,167.4632,0.0,797.1591,231.1326,181.8851,426.3799996667,197.0338000000001,72609.76332
1947,RegionE,80.7596666667,358.090333,722.35,237.02,184.88,0.2317,304.4531,185.0819,151.4306,84.1281,57.6,141.7281,0.0,690.2955,119.3713,70.5418,438.8499996667,301.70939999999996,37943.53209000001
1947,RegionF,43.0,399.5,722.35,249.49,194.6,0.2739,274.6994,165.0327,135.0268,75.0149,60.0,135.0149,0.0,650.7262,109.6667,75.2402,442.5,347.27560000000005,36419.38988600001
1948,RegionA,4.2786666667,398.921333,800.0,448.88,0.0,0.6446,479.0016,0.0,734.6816,0.0,0.0,0.0,0.0,350.0,479.0016,308.7644,403.1999996667,65.3184,215014.238208
1948,RegionB,13.7573333333,379.842667,800.0,430.18,0.0,0.603,451.656,0.0,720.296,0.0,0.0,0.0,0.0,320.0,451.656,272.3486,393.6000003333,79.70399999999995,194293.37808
1948,RegionC,11.298,377.502,800.0,417.71,0.0,0.5718,439.9661,0.0,703.4221,0.0,0.0,0.0,0.0,300.0,439.9661,251.5726,388.8,96.5779,183778.23963099997
1948,RegionD,75.6343333333,362.835667,800.0,268.08,209.1,0.4367,419.3389,180.0,368.692,47.0052,62.4,109.4052,0.0,900.0,239.3389,183.1253,438.4700003333,204.30279999999993,74778.372312
1948,RegionE,104.546,341.464,800.0,236.91,184.79,0.2287,308.4806,220.0,192.9846,80.3835,57.6,137.9835,0.0,820.0,88.4806,70.5495,446.01,306.6319,32428.338945999996
1948,RegionF,88.408,357.022,800.0,249.38,194.52,0.2703,279.5119,199.6789,163.3737,90.7632,60.0,150.7632,0.0,792.4436,79.8329,75.5521,445.43,346.18420000000003,30863.137994000004
1949,RegionA,13.7426666667,389.457333,877.65,448.68,0.0,0.6338,479.0016,0.0,812.3316,0.0,0.0,0.0,0.0,350.0,479.0016,303.5912,403.1999996667,65.3184,214918.43788800001
